Entity,Code,Year,Yearly burned area across other land categories,Yearly burned area across croplands,Yearly burned area across forests,Yearly burned area across savannas,Yearly burned area across shrublands and grasslands
Ecuador,ECU,2003,321.988,1803.133,343.45502,12879.523,3048.154
Ecuador,ECU,2004,601.045,5538.1943,515.182,14553.857,2747.6318
Ecuador,ECU,2005,5130.3423,3735.062,3005.2239,25887.836,11720.365
Ecuador,ECU,2006,1159.1589,3219.8801,579.579,13952.816,4099.98
Ecuador,ECU,2007,1416.7471,3949.7192,2683.234,18911.43,3091.0862
Ecuador,ECU,2008,150.262,450.78302,128.796,2490.0413,214.659
Ecuador,ECU,2009,450.784,7427.189,858.635,24170.566,8736.609
Ecuador,ECU,2010,1781.667,1030.361,1309.419,5108.876,1266.487
Ecuador,ECU,2011,2296.8489,17065.365,364.92102,36534.906,2661.769
Ecuador,ECU,2012,2060.723,3198.414,6268.0356,23870.047,11956.491
Ecuador,ECU,2013,3176.95,3799.458,257.591,19405.146,3262.813
Ecuador,ECU,2014,858.635,2597.3699,1094.759,5387.932,2704.701
Ecuador,ECU,2015,4980.082,107.33,2769.0981,11806.228,6697.3496
Ecuador,ECU,2016,2919.359,19340.746,1781.67,46108.688,11849.161
Ecuador,ECU,2017,2168.052,3091.085,214.659,9380.584,4228.7773
Ecuador,ECU,2018,2683.235,2447.109,1931.93,14510.929,5581.126
Ecuador,ECU,2019,13523.496,2017.7921,2940.8252,30395.668,14017.211
Ecuador,ECU,2020,1030.362,4786.89,1974.8611,23891.512,12621.93
Ecuador,ECU,2021,429.31903,1459.68,1803.1339,21015.084,11913.557
Ecuador,ECU,2022,1931.928,17752.273,1974.8599,40184.105,14253.336
Egypt,EGY,2002,236.125,10282.151,0,85.863,0
Egypt,EGY,2003,85.864,6783.214,0,107.33,21.466
Egypt,EGY,2004,429.317,20929.22,0,171.728,0
Egypt,EGY,2005,429.318,17924,0,64.397995,0
Egypt,EGY,2006,1094.759,67295.5,0,364.91998,21.466
Egypt,EGY,2007,1287.9519,65084.516,0,407.852,21.466
Egypt,EGY,2008,493.717,29601.432,0,193.192,0
Egypt,EGY,2009,472.25,33486.758,0,150.261,42.932
Egypt,EGY,2010,923.033,37350.61,0,450.784,21.466
Egypt,EGY,2011,686.90796,31039.645,0,171.727,0
Egypt,EGY,2012,558.114,37908.72,0,107.33,0
Egypt,EGY,2013,1738.735,95823.625,0,923.03296,364.92
Egypt,EGY,2014,1245.021,70322.18,0,450.783,42.932
Egypt,EGY,2015,407.852,42974.664,0,386.38498,751.30505
Egypt,EGY,2016,10775.866,61607.043,0,643.97595,2189.519
Egypt,EGY,2017,7319.8623,27218.719,0,214.659,3520.403
Egypt,EGY,2018,1266.486,472.249,0,0,3992.651
Egypt,EGY,2019,3606.2659,815.70404,0,0,10732.934
Egypt,EGY,2020,3456.006,6310.9653,0,21.466,8350.223
Egypt,EGY,2021,16077.935,1631.407,0,21.466,15262.232
Egypt,EGY,2022,41579.383,7727.7144,0,42.932,41493.523
El Salvador,SLV,2002,42.932,2532.9731,85.863,815.704,536.648
El Salvador,SLV,2003,21.466,4550.7627,171.72699,2490.042,708.375
El Salvador,SLV,2004,0,2575.904,257.591,3735.059,1524.078
El Salvador,SLV,2005,0,2575.905,1051.829,2189.519,901.567
El Salvador,SLV,2006,0,1996.3259,150.261,2511.507,1738.734
El Salvador,SLV,2007,64.398,2168.054,0,1008.897,429.31802
El Salvador,SLV,2008,0,1910.4639,64.397995,686.908,429.318
El Salvador,SLV,2009,0,3176.948,0,708.375,622.50903
El Salvador,SLV,2010,0,1373.817,85.864,300.523,107.33
El Salvador,SLV,2011,0,1395.282,21.466,64.397995,107.328995
El Salvador,SLV,2012,0,3219.882,321.98798,1287.9529,579.579
El Salvador,SLV,2013,214.66,7427.19,5538.196,5709.9224,8994.2
El Salvador,SLV,2014,42.932,6289.499,128.795,2812.027,450.785
El Salvador,SLV,2015,21.466,6869.079,5216.207,7019.339,5731.388
El Salvador,SLV,2016,0,2339.781,85.864006,321.989,343.453
El Salvador,SLV,2017,21.466,7083.738,4851.288,6547.089,5430.863
El Salvador,SLV,2018,0,6139.238,1395.282,5602.592,3456.008
El Salvador,SLV,2019,64.398,4851.288,3219.882,4572.23,5666.99
El Salvador,SLV,2020,0,5688.455,1159.157,2919.3608,2962.292
El Salvador,SLV,2021,0,4443.435,107.329,257.591,300.52197
El Salvador,SLV,2022,0,4035.584,751.305,1803.134,751.30597
Equatorial Guinea,GNQ,2002,0,0,0,0,0
Equatorial Guinea,GNQ,2003,0,0,0,0,0
Equatorial Guinea,GNQ,2004,0,0,0,0,0
Equatorial Guinea,GNQ,2005,0,0,0,0,0
Equatorial Guinea,GNQ,2006,0,0,85.864,0,0
Equatorial Guinea,GNQ,2007,0,0,21.466,0,0
Equatorial Guinea,GNQ,2008,0,0,64.397995,0,0
Equatorial Guinea,GNQ,2009,0,0,0,0,0
Equatorial Guinea,GNQ,2010,0,0,21.466,0,0
Equatorial Guinea,GNQ,2011,0,0,0,0,0
Equatorial Guinea,GNQ,2012,0,0,0,0,0
Equatorial Guinea,GNQ,2013,0,0,0,0,0
Equatorial Guinea,GNQ,2014,0,0,42.932,0,0
Equatorial Guinea,GNQ,2015,0,0,0,0,0
Equatorial Guinea,GNQ,2016,0,0,0,0,0
Equatorial Guinea,GNQ,2017,0,0,42.932,0,0
Equatorial Guinea,GNQ,2018,21.466,0,21.466,0,0
Equatorial Guinea,GNQ,2019,0,0,0,0,0
Equatorial Guinea,GNQ,2020,0,0,386.386,0,0
Equatorial Guinea,GNQ,2021,0,0,21.466,0,0
Equatorial Guinea,GNQ,2022,0,0,42.932,0,0
Eritrea,ERI,2002,0,26531.814,0,0,20349.643
Eritrea,ERI,2003,21.466,19898.86,0,0,9380.584
Eritrea,ERI,2004,42.932,14875.846,0,0,3134.017
Eritrea,ERI,2005,128.795,12214.078,0,0,4357.57
Eritrea,ERI,2006,0,17000.965,0,0,5237.672
Eritrea,ERI,2007,10990.524,36019.723,0,0,39647.46
Eritrea,ERI,2008,21.466,36320.246,0,0,33572.617
Eritrea,ERI,2009,193.19301,8994.197,0,0,1094.76
Eritrea,ERI,2010,772.771,3413.072,0,0,1116.225
Eritrea,ERI,2011,13158.577,1567.0079,0,0,8221.427
Eritrea,ERI,2012,257.59,450.783,0,0,5752.852
Eritrea,ERI,2013,150.261,3606.267,0,0,6976.4062
Eritrea,ERI,2014,794.237,7620.382,0,0,4701.024
Eritrea,ERI,2015,364.91998,15133.4375,0,0,2511.5059
Eritrea,ERI,2016,7319.861,6010.4424,0,0,1910.4619
Eritrea,ERI,2017,493.715,1352.349,0,0,1051.828
Eritrea,ERI,2018,214.659,7083.7363,0,0,150.261
Eritrea,ERI,2019,257.591,31447.496,0,0,6568.5547
Eritrea,ERI,2020,13716.691,40248.5,0,0,38037.52
Eritrea,ERI,2021,321.98798,19254.88,0,0,14146.005
Eritrea,ERI,2022,1524.077,18095.729,0,0,15326.631
Estonia,EST,2002,21.466,150.26102,686.908,171.727,3606.267
Estonia,EST,2003,0,364.919,729.84,515.18,3391.6082
Estonia,EST,2004,0,64.397995,21.466,257.591,1631.4071
Estonia,EST,2005,0,0,0,0,0
Estonia,EST,2006,279.057,150.262,107.33,128.796,2661.769
Estonia,EST,2007,0,0,0,0,0
Estonia,EST,2008,0,42.932,0,21.466,686.908
Estonia,EST,2009,0,21.466,0,0,21.466
Estonia,EST,2010,0,171.728,0,64.397995,42.932
Estonia,EST,2011,0,0,42.932,0,0
Estonia,EST,2012,0,0,64.398,0,42.932
Estonia,EST,2013,0,300.522,42.932,364.92,558.113
Estonia,EST,2014,0,85.864,0,0,64.397995
Estonia,EST,2015,0,42.932,21.466,21.466,279.057
Estonia,EST,2016,0,0,0,0,21.466
Estonia,EST,2017,0,321.988,85.863,0,42.932
Estonia,EST,2018,21.466,257.59003,107.328995,21.466,64.397995
Estonia,EST,2019,0,128.795,0,0,193.193
Estonia,EST,2020,0,0,0,0,300.522
Estonia,EST,2021,0,0,0,0,85.864
Estonia,EST,2022,0,558.11304,0,21.466,193.193
Eswatini,SWZ,2002,64.397995,9724.037,1008.898,9015.664,59159.926
Eswatini,SWZ,2003,42.932,12793.659,4078.514,6890.543,53793.465
Eswatini,SWZ,2004,64.397995,10969.059,3348.6738,9702.573,42116.03
Eswatini,SWZ,2005,0,12063.818,2404.177,11054.921,56004.453
Eswatini,SWZ,2006,0,8264.359,729.84,4486.3667,23612.451
Eswatini,SWZ,2007,0,14704.118,22689.422,27583.64,82386
Eswatini,SWZ,2008,85.863,7727.713,14274.802,20328.176,72533.17
Eswatini,SWZ,2009,0,8328.759,1287.9531,10732.935,31297.234
Eswatini,SWZ,2010,0,11248.115,4464.901,22968.477,68647.84
Eswatini,SWZ,2011,42.932,11655.967,4593.6973,22517.697,45486.17
Eswatini,SWZ,2012,85.864,8758.073,3627.73,24363.758,51389.285
Eswatini,SWZ,2013,0,9380.585,3563.335,22002.514,53407.08
Eswatini,SWZ,2014,64.398,8650.746,3370.1401,17881.066,59417.523
Eswatini,SWZ,2015,343.454,12257.011,1846.065,7534.519,27605.104
Eswatini,SWZ,2016,64.397995,12106.75,2404.1768,4185.844,20542.834
Eswatini,SWZ,2017,21.466,8994.196,1266.4869,10303.615,24514.021
Eswatini,SWZ,2018,0,10883.195,815.70404,10153.3545,23870.047
Eswatini,SWZ,2019,42.932,16099.398,5860.1816,27605.107,75989.164
Eswatini,SWZ,2020,21.466,12600.466,1245.021,9852.833,28399.344
Eswatini,SWZ,2021,42.932,17537.613,2382.711,17022.436,43618.64
Eswatini,SWZ,2022,0,7470.123,257.591,9101.528,25115.064
Ethiopia,ETH,2002,9938.697,1485438,189650.94,5596409,1167979.2
Ethiopia,ETH,2003,14532.389,1128138.6,232625.61,3975435.5,1096648.2
Ethiopia,ETH,2004,4937.148,879220.44,226829.83,4506351,1103195.2
Ethiopia,ETH,2005,15906.207,805893.06,270620.2,5506617.5,1251481.5
Ethiopia,ETH,2006,9080.062,627619,229835.03,3651966.5,942609.2
Ethiopia,ETH,2007,11162.25,658143.5,269031.72,5010799,1340028.2
Ethiopia,ETH,2008,27948.559,593338.06,206093.8,3716514.5,1094995.4
Ethiopia,ETH,2009,35762.137,738619,137767.94,4191060.5,1158512.9
Ethiopia,ETH,2010,28292.014,542378.06,211953.97,3532680.8,1114808.4
Ethiopia,ETH,2011,22689.422,630152,221313.08,3754273,1029889.4
Ethiopia,ETH,2012,10604.14,555364.94,231874.31,3987692.8,1287179.2
Ethiopia,ETH,2013,19061.691,580200.94,176749.95,3921813.8,1213723
Ethiopia,ETH,2014,12578.998,416480.75,176427.97,3686934.2,945850.5
Ethiopia,ETH,2015,25995.168,500712.84,162174.62,4384983,1103495.9
Ethiopia,ETH,2016,15605.688,510694.47,180077.17,4215081,991014.7
Ethiopia,ETH,2017,4701.0273,463491,177265.12,3438918,832510.75
Ethiopia,ETH,2018,23977.375,385398.2,180356.22,3650056.2,937629.1
Ethiopia,ETH,2019,4550.764,373613.4,193235.73,2925089.2,910367.44
Ethiopia,ETH,2020,10647.074,324177.53,257118.16,2960722.8,1081751
Ethiopia,ETH,2021,17966.932,326624.62,238206.73,3295568.8,1133269
Ethiopia,ETH,2022,15648.616,292815.9,195360.86,2670547,832789.75
Europe,,2002,52870.45,7382198,850434.75,4832782.5,5672699
Europe,,2003,84167.68,3111069.5,1537342.5,7237904,12307820
Europe,,2004,46538.02,5652306.5,1539231.5,2010450.2,3428163.5
Europe,,2005,102842.984,8239308,721124.4,3003611.5,4775232.5
Europe,,2006,99902.17,7242863,1170147.4,2907830.8,5924923
Europe,,2007,82149.9,6744597,611326.44,2151202,5192829.5
Europe,,2008,109926.734,12872329,2010235.5,6310063.5,8035919.5
Europe,,2009,75044.69,7799172,856144.6,3118797.2,4089720
Europe,,2010,94664.49,4227509.5,1108347.1,2346670,5224019.5
Europe,,2011,122462.78,3467789.5,1208034.6,3988250.8,6181869
Europe,,2012,170653.66,2720047.5,1557735.1,4249233,8226407.5
Europe,,2013,83330.5,1902219.4,544717.9,2916717.8,2748468.2
Europe,,2014,130383.7,6175708.5,1901231.8,6568899,8087179.5
Europe,,2015,79037.33,4470052.5,635711.7,2404349,5126993.5
Europe,,2016,85756.164,2890958.5,1458970.6,2809409.8,4345765
Europe,,2017,79445.19,4335547,903519.9,2362147,4279886.5
Europe,,2018,153910.28,2457820.5,1313754,4992209.5,4661871.5
Europe,,2019,110763.89,3980566,1174784,3666391.8,5554808.5
Europe,,2020,174581.9,2507127.5,687916.7,3984344,4901001
Europe,,2021,127721.93,1947684,1104376,5371812,5530337.5
Europe,,2022,114434.555,2398252.8,703865.75,2641117.2,3531951
Faroe Islands,FRO,2002,0,0,0,0,0
Faroe Islands,FRO,2003,0,0,0,0,0
Faroe Islands,FRO,2004,0,0,0,0,0
Faroe Islands,FRO,2005,0,0,0,0,0
Faroe Islands,FRO,2006,0,0,0,0,0
Faroe Islands,FRO,2007,0,0,0,0,0
Faroe Islands,FRO,2008,0,0,0,0,0
Faroe Islands,FRO,2009,0,0,0,0,0
Faroe Islands,FRO,2010,0,0,0,0,0
Faroe Islands,FRO,2011,0,0,0,0,0
Faroe Islands,FRO,2012,0,0,0,0,0
Faroe Islands,FRO,2013,0,0,0,0,0
Faroe Islands,FRO,2014,0,0,0,0,0
Faroe Islands,FRO,2015,0,0,0,0,0
Faroe Islands,FRO,2016,0,0,0,0,0
Faroe Islands,FRO,2017,0,0,0,0,0
Faroe Islands,FRO,2018,0,0,0,0,0
Faroe Islands,FRO,2019,0,0,0,0,0
Faroe Islands,FRO,2020,0,0,0,0,0
Faroe Islands,FRO,2021,0,0,0,0,0
Faroe Islands,FRO,2022,0,0,0,0,0
Fiji,FJI,2002,0,0,0,0,0
Fiji,FJI,2003,64.397995,3155.482,2597.37,3069.6182,2747.631
Fiji,FJI,2004,0,42.932,0,558.113,515.18097
Fiji,FJI,2005,0,0,0,42.932,0
Fiji,FJI,2006,0,0,85.863,42.932,42.932
Fiji,FJI,2007,0,1846.0651,107.329,193.19301,364.92
Fiji,FJI,2008,85.863,64.398,364.92,622.511,214.65799
Fiji,FJI,2009,0,21.466,4057.049,1760.201,2082.189
Fiji,FJI,2010,0,1008.89606,643.976,1824.5989,1416.748
Fiji,FJI,2011,0,0,0,0,0
Fiji,FJI,2012,0,0,0,0,0
Fiji,FJI,2013,0,321.988,0,0,21.466
Fiji,FJI,2014,193.194,2940.825,1867.531,3735.061,4486.3647
Fiji,FJI,2015,150.261,729.839,1931.928,3198.414,1910.463
Fiji,FJI,2016,21.466,364.91998,21.466,643.975,279.056
Fiji,FJI,2017,536.647,472.249,150.261,665.442,407.851
Fiji,FJI,2018,107.329,601.044,643.976,429.31702,601.044
Fiji,FJI,2019,0,0,257.59,42.932,0
Fiji,FJI,2020,0,0,0,0,0
Fiji,FJI,2021,21.466,665.442,0,64.398,0
Fiji,FJI,2022,0,622.51,0,0,214.659
Finland,FIN,2002,236.125,0,0,21.466,236.125
Finland,FIN,2003,21.466,21.466,21.466,128.79599,9380.584
Finland,FIN,2004,0,0,0,0,0
Finland,FIN,2005,0,0,0,21.466,42.932
Finland,FIN,2006,364.91998,0,622.511,1567.01,7942.371
Finland,FIN,2007,0,21.466,42.932,321.988,1416.7471
Finland,FIN,2008,0,0,150.261,429.31702,4529.298
Finland,FIN,2009,0,0,21.466,472.24902,2554.4387
Finland,FIN,2010,0,0,193.193,64.398,686.908
Finland,FIN,2011,85.864,0,107.33,236.125,1803.132
Finland,FIN,2012,0,0,0,0,0
Finland,FIN,2013,0,0,85.863,64.398,987.43
Finland,FIN,2014,0,0,0,0,85.863
Finland,FIN,2015,107.328995,0,21.466,0,472.25
Finland,FIN,2016,0,0,42.932,321.98798,2296.848
Finland,FIN,2017,0,0,0,0,0
Finland,FIN,2018,3692.128,0,42.932,708.374,1159.157
Finland,FIN,2019,0,0,21.466,171.727,2490.041
Finland,FIN,2020,0,0,0,0,0
Finland,FIN,2021,64.397995,42.932,150.262,0,729.841
Finland,FIN,2022,0,0,0,0,0
France,FRA,2002,0,89383.87,1803.133,1223.5549,3820.925
France,FRA,2003,257.591,11677.432,9509.379,7598.918,44176.758
France,FRA,2004,858.635,56798.688,2468.576,2747.6318,5044.481
France,FRA,2005,601.044,20843.36,5473.7983,9874.301,21637.598
France,FRA,2006,772.771,27776.83,214.66,665.443,2082.192
France,FRA,2007,0,8564.884,472.25,364.91998,2296.848
France,FRA,2008,85.864,34967.895,2382.711,5774.318,8479.019
France,FRA,2009,407.85202,11269.58,4250.2417,4636.6284,8994.199
France,FRA,2010,236.12502,21809.322,1652.872,3928.2551,5430.8667
France,FRA,2011,21.466,10088.959,579.579,901.56604,3992.6511
France,FRA,2012,85.864,5602.589,9101.527,10625.605,15519.823
France,FRA,2013,0,7233.998,171.728,472.249,1373.8151
France,FRA,2014,0,8843.9375,3305.745,5795.786,9681.105
France,FRA,2015,107.329994,12342.875,858.63495,601.046,2790.563
France,FRA,2016,794.237,11248.114,751.30597,3134.0159,7641.8467
France,FRA,2017,279.057,8779.541,11849.161,9165.926,22753.82
France,FRA,2018,0,472.24902,300.522,0,601.045
France,FRA,2019,0,5860.182,8736.608,15648.619,17280.023
France,FRA,2020,171.727,1996.3259,2125.1218,1245.021,3477.4722
France,FRA,2021,0,8393.154,3091.0852,2082.189,7770.6445
France,FRA,2022,558.11304,7663.315,17687.877,6632.952,23848.578
French Guiana,GUF,2002,128.79599,1416.747,128.795,0,772.76996
French Guiana,GUF,2003,21.466,1738.735,300.522,107.33,1137.691
French Guiana,GUF,2004,107.328995,1330.884,837.16907,107.328995,2017.791
French Guiana,GUF,2005,536.64703,42.932,708.373,85.864,3692.129
French Guiana,GUF,2006,42.932,279.056,85.864,21.466,751.30597
French Guiana,GUF,2007,21.466,450.78302,85.864,0,472.249
French Guiana,GUF,2008,214.659,1223.554,558.113,150.261,3820.924
French Guiana,GUF,2009,128.79599,1223.5549,85.864,0,1695.804
French Guiana,GUF,2010,128.796,901.566,107.33,214.659,1416.747
French Guiana,GUF,2011,0,0,21.466,0,0
French Guiana,GUF,2012,42.932,0,107.329,171.727,1931.928
French Guiana,GUF,2013,85.864,0,64.398,0,0
French Guiana,GUF,2014,85.864,0,128.795,64.398,1073.2941
French Guiana,GUF,2015,321.989,21.466,343.45502,0,601.04504
French Guiana,GUF,2016,150.26201,193.192,386.38602,343.454,2189.519
French Guiana,GUF,2017,21.466,0,42.932,0,21.466
French Guiana,GUF,2018,107.33,0,42.932,85.863,1395.281
French Guiana,GUF,2019,64.398,0,42.932,0,279.056
French Guiana,GUF,2020,0,0,21.466,0,107.329
French Guiana,GUF,2021,85.863,0,128.795,0,0
French Guiana,GUF,2022,236.124,0,42.932,64.398,386.385
French Polynesia,PYF,2002,0,0,0,0,0
French Polynesia,PYF,2003,0,0,0,0,0
French Polynesia,PYF,2004,0,0,0,0,0
French Polynesia,PYF,2005,0,0,0,0,0
French Polynesia,PYF,2006,0,0,0,0,0
French Polynesia,PYF,2007,0,0,0,0,0
French Polynesia,PYF,2008,0,0,0,0,0
French Polynesia,PYF,2009,0,0,0,0,0
French Polynesia,PYF,2010,0,0,0,0,0
French Polynesia,PYF,2011,0,0,0,0,0
French Polynesia,PYF,2012,0,0,0,0,0
French Polynesia,PYF,2013,0,0,0,0,0
French Polynesia,PYF,2014,0,0,0,0,0
French Polynesia,PYF,2015,0,0,0,0,0
French Polynesia,PYF,2016,0,0,0,0,0
French Polynesia,PYF,2017,0,0,0,0,0
French Polynesia,PYF,2018,0,0,0,0,0
French Polynesia,PYF,2019,0,0,0,0,0
French Polynesia,PYF,2020,0,0,0,0,0
French Polynesia,PYF,2021,0,0,0,0,0
French Polynesia,PYF,2022,0,0,0,0,0
French Southern Territories,ATF,2002,0,0,0,0,0
French Southern Territories,ATF,2003,0,0,0,0,0
French Southern Territories,ATF,2004,0,0,0,0,0
French Southern Territories,ATF,2005,0,0,0,0,0
French Southern Territories,ATF,2006,0,0,0,0,0
French Southern Territories,ATF,2007,0,0,0,0,0
French Southern Territories,ATF,2008,0,0,0,0,0
French Southern Territories,ATF,2009,0,0,0,0,0
French Southern Territories,ATF,2010,0,0,0,0,0
French Southern Territories,ATF,2011,0,0,0,0,0
French Southern Territories,ATF,2012,0,0,0,0,0
French Southern Territories,ATF,2013,0,0,0,0,0
French Southern Territories,ATF,2014,0,0,0,0,0
French Southern Territories,ATF,2015,0,0,0,0,0
French Southern Territories,ATF,2016,0,0,0,0,0
French Southern Territories,ATF,2017,0,0,0,0,0
French Southern Territories,ATF,2018,0,0,0,0,0
French Southern Territories,ATF,2019,0,0,0,0,0
French Southern Territories,ATF,2020,0,0,0,0,0
French Southern Territories,ATF,2021,0,0,0,0,0
French Southern Territories,ATF,2022,0,0,0,0,0
Gabon,GAB,2002,0,257.591,6675.886,7920.906,199289.11
Gabon,GAB,2003,21.466,171.72699,4915.683,11248.114,268838.53
Gabon,GAB,2004,386.386,450.784,18804.1,36341.715,375244.8
Gabon,GAB,2005,236.124,128.79599,10153.36,20864.822,269675.7
Gabon,GAB,2006,343.454,450.784,7706.249,62894.992,357921.9
Gabon,GAB,2007,85.864,171.727,4121.4487,31554.824,349077.94
Gabon,GAB,2008,407.853,686.909,9724.04,120273.25,362064.78
Gabon,GAB,2009,0,128.796,5495.2627,9874.298,297109.06
Gabon,GAB,2010,42.932,279.057,5345,18739.703,334953.4
Gabon,GAB,2011,321.98898,193.193,11505.705,54136.918,413582.88
Gabon,GAB,2012,214.659,42.932,5280.607,36470.508,394134.78
Gabon,GAB,2013,193.19301,128.79599,7985.3027,49135.367,418670.25
Gabon,GAB,2014,21.466,150.261,5452.332,10625.604,316342.47
Gabon,GAB,2015,21.466,128.796,6053.374,22109.848,324091.7
Gabon,GAB,2016,107.33,343.45502,10003.095,28614,367538.6
Gabon,GAB,2017,64.397995,300.522,9724.041,28828.66,415235.72
Gabon,GAB,2018,42.932,579.579,7620.3853,14639.721,282104.44
Gabon,GAB,2019,85.864,1330.883,8843.936,83867.15,374214.47
Gabon,GAB,2020,128.795,815.704,6246.569,22667.959,331368.6
Gabon,GAB,2021,85.864,901.568,8500.485,22539.16,252288.34
Gabon,GAB,2022,42.932,1008.896,10453.88,52484.047,450010.44
Gambia,GMB,2002,1008.896,145474.19,0,2812.029,140107.72
Gambia,GMB,2003,3820.9243,87172.89,0,2060.7239,74765.62
Gambia,GMB,2004,3477.4702,131585.77,0,1803.132,137703.55
Gambia,GMB,2005,901.56805,114928.25,0,3176.949,148071.55
Gambia,GMB,2006,4615.162,152665.25,0,1631.4071,216182.75
Gambia,GMB,2007,1931.9299,138411.9,0,3391.607,179819.56
Gambia,GMB,2008,987.43097,101855.54,0,815.702,158181.97
Gambia,GMB,2009,643.97504,140365.3,0,1330.884,161637.98
Gambia,GMB,2010,1116.2261,91981.24,0,2704.7,154554.25
Gambia,GMB,2011,1524.078,94986.46,0,1888.996,181858.83
Gambia,GMB,2012,1051.827,66071.94,0,3477.4712,138519.23
Gambia,GMB,2013,601.044,72060.92,0,1330.8829,138111.39
Gambia,GMB,2014,386.38602,46817.055,0,944.498,107436.664
Gambia,GMB,2015,493.716,24771.611,0,880.101,70279.25
Gambia,GMB,2016,321.988,76246.76,0,1030.362,141030.75
Gambia,GMB,2017,686.90796,59632.18,0,2425.643,138562.17
Gambia,GMB,2018,794.238,52011.797,64.398,601.044,126498.36
Gambia,GMB,2019,300.522,42717.08,0,1931.9279,105161.28
Gambia,GMB,2020,643.977,62487.14,0,2082.191,159985.11
Gambia,GMB,2021,386.386,65105.973,0,364.92,134097.28
Gambia,GMB,2022,601.045,62143.688,0,944.49695,137767.94
Georgia,GEO,2002,0,1438.214,515.181,21.466,751.306
Georgia,GEO,2003,880.101,579.579,536.647,751.305,4550.764
Georgia,GEO,2004,21.466,2210.983,858.635,1137.6909,14360.664
Georgia,GEO,2005,0,4636.627,665.441,2189.518,23505.127
Georgia,GEO,2006,0,4550.764,965.9639,944.498,25887.836
Georgia,GEO,2007,0,708.375,214.659,2017.791,8865.403
Georgia,GEO,2008,0,558.11304,1030.3611,236.125,8736.609
Georgia,GEO,2009,0,64.397995,257.59,1481.1449,107.328995
Georgia,GEO,2010,64.397995,2146.5881,3176.9487,407.852,26725.004
Georgia,GEO,2011,0,1695.804,85.863,42.932,6611.486
Georgia,GEO,2012,21.466,214.659,64.398,85.864,4121.447
Georgia,GEO,2013,21.466,128.795,1030.361,2082.189,3327.21
Georgia,GEO,2014,0,321.988,150.261,2275.382,2103.657
Georgia,GEO,2015,150.261,22818.215,1309.418,5645.523,19018.758
Georgia,GEO,2016,21.466,15584.22,193.19301,1309.418,11956.489
Georgia,GEO,2017,21.466,11355.444,429.31802,1717.27,8951.268
Georgia,GEO,2018,536.64703,7233.997,0,42.932,6010.444
Georgia,GEO,2019,64.398,21465.867,6697.35,193.192,16872.174
Georgia,GEO,2020,364.92,15197.834,3370.142,3477.472,5666.9907
Georgia,GEO,2021,0,6031.9077,0,1373.816,4658.093
Georgia,GEO,2022,472.249,2704.7002,815.70197,0,4400.503
Germany,DEU,2002,21.466,858.635,0,0,64.397995
Germany,DEU,2003,0,708.37305,1159.157,386.385,85.864
Germany,DEU,2004,0,601.045,85.864,21.466,64.397995
Germany,DEU,2005,321.98798,1524.077,0,42.932,21.466
Germany,DEU,2006,1287.9519,1888.9971,21.466,0,21.466
Germany,DEU,2007,0,279.057,515.181,0,0
Germany,DEU,2008,0,13845.483,0,42.932,150.262
Germany,DEU,2009,21.466,64.397995,171.727,64.398,0
Germany,DEU,2010,0,0,0,0,0
Germany,DEU,2011,0,429.318,214.659,42.932,236.124
Germany,DEU,2012,21.466,64.397995,42.932,0,21.466
Germany,DEU,2013,0,429.318,21.466,0,0
Germany,DEU,2014,21.466,1738.7351,665.442,42.932,128.796
Germany,DEU,2015,21.466,3799.4578,0,193.193,107.33
Germany,DEU,2016,0,42.932,64.398,64.398,128.795
Germany,DEU,2017,0,214.65799,579.579,171.726,944.498
Germany,DEU,2018,21.466,3305.7441,42.932,1051.828,64.397995
Germany,DEU,2019,0,5280.602,0,0,21.466
Germany,DEU,2020,0,386.386,0,0,21.466
Germany,DEU,2021,1416.747,0,21.466,42.932,0
Germany,DEU,2022,0,1695.8049,343.45502,85.864,751.307
Ghana,GHA,2002,15884.744,1217672.8,2983.757,1713598.8,3562218
Ghana,GHA,2003,20456.973,1081278.8,2962.29,2148733.2,3896398.2
Ghana,GHA,2004,14789.982,795460.6,3992.6519,1761274.4,2887030.2
Ghana,GHA,2005,44670.473,1193051.5,5259.1377,2795049,4968747
Ghana,GHA,2006,22496.23,856724.25,11484.237,2554288,3885129
Ghana,GHA,2007,21895.186,813341.7,8951.267,1876954,3640353.5
Ghana,GHA,2008,14382.132,842728.44,4164.38,2042005.1,3431512
Ghana,GHA,2009,7963.8384,731707,708.374,1816742.2,2721571.5
Ghana,GHA,2010,10260.6875,788634.5,1888.998,1795555.4,3118840.2
Ghana,GHA,2011,10690.005,1030490.4,3026.689,2063470.9,4594940.5
Ghana,GHA,2012,6697.3506,745917.44,4572.229,1601976.2,3173406.5
Ghana,GHA,2013,14188.938,814737,1416.7471,1868367.8,3918787.2
Ghana,GHA,2014,7062.272,799088.4,1159.157,1448280.5,3750366
Ghana,GHA,2015,13587.896,750532.6,2940.823,2268233.8,3452806.2
Ghana,GHA,2016,16099.402,990199,19598.334,1477903.5,3710869
Ghana,GHA,2017,10926.126,1015399.94,6096.308,1284260,3850246.8
Ghana,GHA,2018,8521.949,577410.4,6461.226,1640872.2,2669795.8
Ghana,GHA,2019,5516.728,617186.6,15455.426,1060907.5,3079879.8
Ghana,GHA,2020,14704.121,679502,50852.637,1948735.8,4172106
